dtmnfr;dtmn;freguesia_dsg
110410;1104;Vilar
110411;1104;União das freguesias do Cadaval e Pêro Moniz
110412;1104;União das freguesias de Lamas e Cercal
110413;1104;União das freguesias de Painho e Figueiros
110501;1105;Alcabideche
110506;1105;São Domingos de Rana
110507;1105;União das freguesias de Carcavelos e Parede
110508;1105;União das freguesias de Cascais e Estoril
110601;1106;Ajuda
110602;1106;Alcântara
110607;1106;Beato
110608;1106;Benfica
110610;1106;Campolide
110611;1106;Carnide
110618;1106;Lumiar
110621;1106;Marvila
110633;1106;Olivais
110639;1106;São Domingos de Benfica
110654;1106;Alvalade
110655;1106;Areeiro
110656;1106;Arroios
110657;1106;Avenidas Novas
110658;1106;Belém
110659;1106;Campo de Ourique
110660;1106;Estrela
110661;1106;Misericórdia
110662;1106;Parque das Nações
110663;1106;Penha de França
110664;1106;Santa Clara
110665;1106;Santa Maria Maior
110666;1106;Santo António
110667;1106;São Vicente
110702;1107;Bucelas
110705;1107;Fanhões
110707;1107;Loures
110708;1107;Lousa
110726;1107;União das freguesias de Moscavide e Portela
110727;1107;União das freguesias de Sacavém e Prior Velho
110728;1107;União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela
110729;1107;União das freguesias de Santo Antão e São Julião do Tojal
110730;1107;União das freguesias de Santo António dos Cavaleiros e Frielas
110731;1107;União das freguesias de Camarate, Unhos e Apelação
110803;1108;Moita dos Ferreiros
110805;1108;Reguengo Grande
110806;1108;Santa Bárbara
110808;1108;Vimeiro
110810;1108;Ribamar
110813;1108;União das freguesias de Miragaia e Marteleira
110814;1108;União das freguesias de São Bartolomeu dos Galegos e Moledo
110815;1108;Atalaia
110816;1108;Lourinhã
110902;1109;Carvoeira
110904;1109;Encarnação
110906;1109;Ericeira
110909;1109;Mafra
110911;1109;Milharado
110913;1109;Santo Isidoro
110918;1109;União das freguesias de Azueira e Sobral da Abelheira
110919;1109;União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário
110920;1109;União das freguesias de Igreja Nova e Cheleiros
110921;1109;União das freguesias de Malveira e São Miguel de Alcainça
110922;1109;União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés
111002;1110;Barcarena
111009;1110;Porto Salvo
111012;1110;União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
111013;1110;União das freguesias de Carnaxide e Queijas
111014;1110;União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias
111102;1111;Algueirão-Mem Martins
111105;1111;Colares
111108;1111;Rio de Mouro
111115;1111;Casal de Cambra
111122;1111;União das freguesias de Agualva e Mira-Sintra
111124;1111;União das freguesias do Cacém e São Marcos
111125;1111;União das freguesias de Massamá e Monte Abraão
111128;1111;União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)
111129;1111;Almargem do Bispo
111130;1111;Belas
111131;1111;Montelavar
111132;1111;Pêro Pinheiro
111133;1111;Queluz
111134;1111;São João das Lampas
111135;1111;Terrugem
111201;1112;Santo Quintino
111202;1112;Sapataria
111203;1112;Sobral de Monte Agraço
111306;1113;Freiria
111310;1113;Ponte do Rol
111311;1113;Ramalhal
111314;1113;São Pedro da Cadeira
111316;1113;Silveira
111317;1113;Turcifal
111318;1113;Ventosa
111322;1113;União das freguesias de Campelos e Outeiro da Cabeça
111323;1113;União das freguesias de Carvoeira e Carmões
111325;1113;União das freguesias de Maxial e Monte Redondo
111326;1113;Santa Maria, São Pedro e Matacães
111327;1113;A dos Cunhados
111328;1113;Dois Portos
111329;1113;Maceira
111330;1113;Runa
111408;1114;Vialonga
111409;1114;Vila Franca de Xira
111412;1114;União das freguesias de Alhandra, São João dos Montes e Calhandriz
111413;1114;União das freguesias de Alverca do Ribatejo e Sobralinho
111414;1114;União das freguesias de Castanheira do Ribatejo e Cachoeiras
111415;1114;União das freguesias de Póvoa de Santa Iria e Forte da Casa
111512;1115;Alfragide
111513;1115;Águas Livres
111514;1115;Encosta do Sol
111515;1115;Falagueira-Venda Nova
111516;1115;Mina de Água
111517;1115;Venteira
111603;1116;Odivelas
111608;1116;União das freguesias de Pontinha e Famões
111609;1116;União das freguesias de Póvoa de Santo Adrião e Olival Basto
111610;1116;União das freguesias de Ramada e Caneças
120101;1201;Alter do Chão
120102;1201;Chancelaria
120103;1201;Seda
120104;1201;Cunheira
120201;1202;Assunção
120202;1202;Esperança
120203;1202;Mosteiros
120302;1203;Aldeia Velha
120303;1203;Avis
120305;1203;Ervedal
120306;1203;Figueira e Barros
120309;1203;União das freguesias de Alcórrego e Maranhão
120310;1203;União das freguesias de Benavila e Valongo
120401;1204;Nossa Senhora da Expectação
120402;1204;Nossa Senhora da Graça dos Degolados
120403;1204;São João Baptista
120501;1205;Nossa Senhora da Graça de Póvoa e Meadas
120502;1205;Santa Maria da Devesa
120503;1205;Santiago Maior
120504;1205;São João Baptista
120601;1206;Aldeia da Mata
120604;1206;Gáfete
120605;1206;Monte da Pedra
120607;1206;União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso
120706;1207;Santa Eulália
120707;1207;São Brás e São Lourenço
120708;1207;São Vicente e Ventosa
120712;1207;Assunção, Ajuda, Salvador e Santo Ildefonso
120713;1207;Caia, São Pedro e Alcáçova
120714;1207;União das freguesias de Barbacena e Vila Fernando
120716;1207;Terrugem
120717;1207;Vila Boim
120801;1208;Cabeço de Vide
120802;1208;Fronteira
120803;1208;São Saturnino
120902;1209;Belver
120903;1209;Comenda
120905;1209;Margem
120906;1209;União das freguesias de Gavião e Atalaia
121001;1210;Beirã
121002;1210;Santa Maria de Marvão
121003;1210;Santo António das Areias
121004;1210;São Salvador da Aramenha
121101;1211;Assumar
121102;1211;Monforte
121103;1211;Santo Aleixo
121104;1211;Vaiamonte
121201;1212;Alpalhão
121205;1212;Montalvão
121207;1212;Santana
121208;1212;São Matias
121210;1212;Tolosa
121211;1212;União das freguesias de Arez e Amieira do Tejo
121212;1212;União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão
121301;1213;Galveias
121302;1213;Montargil
121304;1213;Foros de Arrão
121305;1213;Longomel
121309;1213;Ponte de Sor
121310;1213;Tramaga
121311;1213;Vale de Açor
121401;1214;Alagoa
121402;1214;Alegrete
121404;1214;Fortios
121410;1214;Urra
121411;1214;União das freguesias da Sé e São Lourenço
121412;1214;União das freguesias de Reguengo e São Julião
121413;1214;União das freguesias de Ribeira de Nisa e Carreiras
121501;1215;Cano
121502;1215;Casa Branca
121503;1215;Santo Amaro
121504;1215;Sousel
130103;1301;Ansiães
130107;1301;Candemil
130112;1301;Fregim
130115;1301;Fridão
130117;1301;Gondar
130118;1301;Jazente
130119;1301;Lomba
130120;1301;Louredo
130121;1301;Lufrei
130123;1301;Mancelos
130126;1301;Padronelo
130128;1301;Rebordelo
130129;1301;Salvador do Monte
130134;1301;Gouveia (São Simão)
130135;1301;Telões
130136;1301;Travanca
130138;1301;Vila Caiz
130139;1301;Vila Chã do Marão
130141;1301;União das freguesias de Aboadela, Sanche e Várzea
130142;1301;União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão
130143;1301;União das freguesias de Bustelo, Carneiro e Carvalho de Rei
130144;1301;União das freguesias de Figueiró (Santiago e Santa Cristina)
130145;1301;União das freguesias de Freixo de Cima e de Baixo
130146;1301;União das freguesias de Olo e Canadelo
130147;1301;Vila Meã
130148;1301;União das freguesias de Vila Garcia, Aboim e Chapa
130204;1302;Frende
130205;1302;Gestaçô
130206;1302;Gove
130207;1302;Grilo
130208;1302;Loivos do Monte
130215;1302;Santa Marinha do Zêzere
130219;1302;Valadares
130220;1302;Viariz
130221;1302;União das freguesias de Ancede e Ribadouro
130222;1302;União das freguesias de Baião (Santa Leocádia) e Mesquinhata
130223;1302;União das freguesias de Campelo e Ovil
130224;1302;União das freguesias de Loivos da Ribeira e Tresouras
130225;1302;União das freguesias de Santa Cruz do Douro e São Tomé de Covelas
130226;1302;União das freguesias de Teixeira e Teixeiró
130301;1303;Aião
130302;1303;Airães
130305;1303;Friande
130306;1303;Idães
130307;1303;Jugueiros
130313;1303;Penacova
130314;1303;Pinheiro
130315;1303;Pombeiro de Ribavizela
130317;1303;Refontoura
130318;1303;Regilde
130319;1303;Revinhade
130324;1303;Sendim
130334;1303;União das freguesias de Macieira da Lixa e Caramos
130335;1303;União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure
130336;1303;União das freguesias de Pedreira, Rande e Sernande
130337;1303;União das freguesias de Torrados e Sousa
130338;1303;União das freguesias de Unhão e Lordelo
130339;1303;União das freguesias de Vila Cova da Lixa e Borba de Godim
130340;1303;União das freguesias de Vila Fria e Vizela (São Jorge)
130341;1303;União das freguesias de Vila Verde e Santão
130405;1304;Lomba
130408;1304;Rio Tinto
130412;1304;Baguim do Monte (Rio Tinto)
130413;1304;União das freguesias de Fânzeres e São Pedro da Cova
130414;1304;União das freguesias de Foz do Sousa e Covelo
130415;1304;União das freguesias de Gondomar (São Cosme), Valbom e Jovim
130416;1304;União das freguesias de Melres e Medas
130502;1305;Aveleda
130504;1305;Caíde de Rei
130510;1305;Lodares
130512;1305;Macieira
130513;1305;Meinedo
130515;1305;Nevogilde
130524;1305;Sousela
130525;1305;Torno
130526;1305;Vilar do Torno e Alentém
130527;1305;União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida)
130528;1305;União das freguesias de Cristelos, Boim e Ordem
130529;1305;União das freguesias de Figueiras e Covas
130531;1305;União das freguesias de Nespereira e Casais
130532;1305;União das freguesias de Silvares, Pias, Nogueira e Alvarenga
130533;1305;Barrosas (Santo Estêvão)
130534;1305;Lustosa
130601;1306;Águas Santas
130603;1306;Folgosa
130608;1306;Milheirós
130609;1306;Moreira
130613;1306;São Pedro Fins
130616;1306;Vila Nova da Telha
130617;1306;Pedrouços
130618;1306;Castêlo da Maia
130619;1306;Cidade da Maia
130620;1306;Nogueira e Silva Escura
130704;1307;Banho e Carvalhosa
130705;1307;Constance
130722;1307;Soalhães
130723;1307;Sobretâmega
130724;1307;Tabuado
130730;1307;Vila Boa do Bispo
130732;1307;Alpendorada, Várzea e Torrão
130733;1307;Avessadas e Rosém
130734;1307;Bem Viver
130735;1307;Santo Isidoro e Livração
130736;1307;Marco
130737;1307;Paredes de Viadores e Manhuncelos
130739;1307;Sande e São Lourenço do Douro
130740;1307;Várzea, Aliviada e Folhada
130741;1307;Vila Boa de Quires e Maureles
130742;1307;Paços de Gaiolo
130743;1307;Penha Longa
130815;1308;Custóias
130816;1308;Guifões
130817;1308;Lavra
130818;1308;Leça da Palmeira
130819;1308;Leça do Balio
130820;1308;Matosinhos
130821;1308;Perafita
130822;1308;Santa Cruz do Bispo
130823;1308;São Mamede de Infesta
130824;1308;Senhora da Hora
130902;1309;Carvalhosa
130904;1309;Eiriz
130905;1309;Ferreira
130906;1309;Figueiró
130908;1309;Freamunde
130910;1309;Meixomil
130913;1309;Penamaior
130914;1309;Raimonda
130916;1309;Seroa
130920;1309;Arreigada
130921;1309;Codessos
130922;1309;Frazão
130923;1309;Lamoso
130924;1309;Modelos
130925;1309;Paços de Ferreira
130926;1309;Sanfins de Ferreira
131001;1310;Aguiar de Sousa
131002;1310;Astromil
131003;1310;Baltar
131004;1310;Beire
131008;1310;Cete
131009;1310;Cristelo
131010;1310;Duas Igrejas
131011;1310;Gandra
131013;1310;Lordelo
131014;1310;Louredo
131017;1310;Parada de Todeia
131018;1310;Rebordosa
131019;1310;Recarei
131020;1310;Sobreira
131021;1310;Sobrosa
131022;1310;Vandoma
131024;1310;Vilela
131025;1310;Paredes
131101;1311;Abragão
131102;1311;Boelhe
131103;1311;Bustelo
131104;1311;Cabeça Santa
131105;1311;Canelas
131106;1311;Capela
131107;1311;Castelões
131108;1311;Croca
131109;1311;Duas Igrejas
131110;1311;Eja
131112;1311;Fonte Arcada
131113;1311;Galegos
131115;1311;Irivo
131121;1311;Oldrões
131122;1311;Paço de Sousa
131125;1311;Perozelo
131128;1311;Rans
131129;1311;Rio de Moinhos
131132;1311;Recezinhos (São Mamede)
131133;1311;Recezinhos (São Martinho)
131134;1311;Sebolido
131136;1311;Valpedre
131138;1311;Rio Mau
131139;1311;Penafiel
131140;1311;Luzim e Vila Cova
131141;1311;Guilhufe e Urrô
131142;1311;Lagares e Figueira
131143;1311;Termas de São Vicente
131202;1312;Bonfim
131203;1312;Campanhã
131210;1312;Paranhos
131211;1312;Ramalde
131216;1312;União das freguesias de Aldoar, Foz do Douro e Nevogilde
131217;1312;União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória
131218;1312;União das freguesias de Lordelo do Ouro e Massarelos
131305;1313;Balazar
131307;1313;Estela
131308;1313;Laundos
131311;1313;Rates
131316;1313;Aguçadoura
131317;1313;Amorim
131318;1313;Argivai
131319;1313;Aver-o-Mar
131320;1313;Beiriz
131321;1313;Navais
131322;1313;Póvoa de Varzim
131323;1313;Terroso
131401;1314;Agrela
131402;1314;Água Longa
131405;1314;Aves
131413;1314;Monte Córdova
131416;1314;Rebordões
131418;1314;Reguenga
131419;1314;Roriz
131430;1314;Negrelos (São Tomé)
131432;1314;Vilarinho
131433;1314;União das freguesias de Areias, Sequeiró, Lama e Palmeira
131434;1314;Vila Nova do Campo
131435;1314;União das freguesias de Carreira e Refojos de Riba de Ave
131436;1314;União das freguesias de Lamelas e Guimarei
131437;1314;União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães
131501;1315;Alfena
131503;1315;Ermesinde
131505;1315;Valongo
131507;1315;Campo
131508;1315;Sobrado
131602;1316;Árvore
131603;1316;Aveleda
131604;1316;Azurara
131607;1316;Fajozes
131610;1316;Gião
131611;1316;Guilhabreu
131612;1316;Junqueira
131613;1316;Labruge
131614;1316;Macieira da Maia
131616;1316;Mindelo
131617;1316;Modivas
131627;1316;Vila Chã
131628;1316;Vila do Conde
131630;1316;Vilar de Pinheiro
131631;1316;União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada
131636;1316;União das freguesias de Touguinha e Touguinhó
131637;1316;União das freguesias de Vilar e Mosteiró
131638;1316;Arcos
131639;1316;Canidelo
131640;1316;Fornelo
131641;1316;Malta
131642;1316;Retorta
131643;1316;Rio Mau
131644;1316;Tougues
131645;1316;Vairão
131701;1317;Arcozelo
131702;1317;Avintes
131703;1317;Canelas
131704;1317;Canidelo
131709;1317;Madalena
131712;1317;Oliveira do Douro
131717;1317;São Félix da Marinha
131723;1317;Vilar de Andorinho
131732;1317;Crestuma
131733;1317;Grijó
131734;1317;Gulpilhares
131735;1317;Lever
131736;1317;Mafamude
131737;1317;Olival
131738;1317;Pedroso
131739;1317;Perosinho
131740;1317;Sandim
131741;1317;Santa Marinha
131742;1317;São Pedro da Afurada
131743;1317;Seixezelo
131744;1317;Sermonde
131745;1317;Serzedo
131746;1317;Valadares
131747;1317;Vilar do Paraíso
131806;1318;Covelas
131808;1318;Muro
131810;1318;União das freguesias de Bougado (São Martinho e Santiago)
131811;1318;União das freguesias de Coronado (São Romão e São Mamede)
131812;1318;Alvarelhos
131813;1318;Guidões
140104;1401;Bemposta
140105;1401;Martinchel
140106;1401;Mouriscas
140107;1401;Pego
140108;1401;Rio de Moinhos
140115;1401;Tramagal
140118;1401;Fontes
140119;1401;Carvalhal
140120;1401;União das freguesias de Abrantes (São Vicente e São João) e Alferrarede
140121;1401;União das freguesias de Aldeia do Mato e Souto
140122;1401;União das freguesias de Alvega e Concavada
140123;1401;União das freguesias de São Facundo e Vale das Mós
140124;1401;União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo
140202;1402;Bugalhos
140206;1402;Minde
140207;1402;Moitas Venda
140208;1402;Monsanto
140209;1402;Serra de Santo António
140211;1402;União das freguesias de Alcanena e Vila Moreira
140212;1402;União das freguesias de Malhou, Louriceira e Espinheiro
140301;1403;Almeirim
140302;1403;Benfica do Ribatejo
140303;1403;Fazendas de Almeirim
140304;1403;Raposa
140401;1404;Alpiarça
140501;1405;Benavente
140502;1405;Samora Correia
140503;1405;Santo Estêvão
140504;1405;Barrosa
140604;1406;Pontével
140605;1406;Valada
140607;1406;Vila Chã de Ourique
140608;1406;Vale da Pedra
140609;1406;União das freguesias do Cartaxo e Vale da Pinta
140610;1406;União das freguesias de Ereira e Lapa
140704;1407;Ulme
140705;1407;Vale de Cavalos
140707;1407;Carregueira
140708;1407;União das freguesias da Chamusca e Pinheiro Grande
140709;1407;União das freguesias de Parreira e Chouto
140801;1408;Constância
140802;1408;Montalvo
140803;1408;Santa Margarida da Coutada
140902;1409;Couço
140903;1409;São José da Lamarosa
140905;1409;Branca
140907;1409;Biscainho
140908;1409;Santana do Mato
140910;1409;Coruche
140911;1409;Erra
140912;1409;Fajarda
141001;1410;São João Baptista
141002;1410;Nossa Senhora de Fátima
141101;1411;Águas Belas
141103;1411;Beco
141104;1411;Chãos
141106;1411;Ferreira do Zêzere
141107;1411;Igreja Nova do Sobral
141110;1411;Nossa Senhora do Pranto
141111;1411;União das freguesias de Areias e Pias
141201;1412;Azinhaga
141202;1412;Golegã
141203;1412;Pombalinho
141302;1413;Amêndoa
141303;1413;Cardigos
141304;1413;Carvoeiro
141305;1413;Envendos
141307;1413;Ortiga
141309;1413;União das freguesias de Mação, Penhascoso e Aboboreira
141401;1414;Alcobertas
141402;1414;Arrouquelas
141405;1414;Fráguas
141408;1414;Rio Maior
141410;1414;Asseiceira
141411;1414;São Sebastião
141415;1414;União das freguesias de Azambujeira e Malaqueijo
141416;1414;União das freguesias de Marmeleira e Assentiz
141417;1414;União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões
141418;1414;União das freguesias de São João da Ribeira e Ribeira de São João
141502;1415;Marinhais
141503;1415;Muge
141509;1415;Foros de Salvaterra
141510;1415;Glória do Ribatejo
141511;1415;Granho
141512;1415;Salvaterra de Magos
141601;1416;Abitureiras
141602;1416;Abrã
141604;1416;Alcanede
141605;1416;Alcanhões
141606;1416;Almoster
141607;1416;Amiais de Baixo
141608;1416;Arneiro das Milhariças
141613;1416;Moçarria
141614;1416;Pernes
141616;1416;Póvoa da Isenta
141625;1416;Vale de Santarém
141628;1416;Gançaria
141629;1416;União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém
141630;1416;União das freguesias de Azoia de Cima e Tremês
141631;1416;União das freguesias de Casével e Vaqueiros
141632;1416;União das freguesias de Romeira e Várzea
141633;1416;União de freguesias da cidade de Santarém
141635;1416;São Vicente do Paul
141636;1416;Vale de Figueira
141701;1417;Alcaravela
141702;1417;Santiago de Montalegre
141703;1417;Sardoal
141704;1417;Valhascos
141802;1418;Asseiceira
141804;1418;Carregueiros
141808;1418;Olalhas
141809;1418;Paialvo
141813;1418;São Pedro de Tomar
141814;1418;Sabacheira
141817;1418;União das freguesias de Além da Ribeira e Pedreira
141818;1418;União das freguesias de Casais e Alviobeira
141819;1418;União das freguesias de Madalena e Beselga
141821;1418;União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais
141822;1418;Junceira
141823;1418;Serra
141902;1419;Assentiz
141904;1419;Chancelaria
141909;1419;Pedrógão
141910;1419;Riachos
141916;1419;Zibreira
141917;1419;Meia Via
141918;1419;União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel
141919;1419;União das freguesias de Olaia e Paço
141920;1419;União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago)
141921;1419;União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca
142001;1420;Atalaia
142002;1420;Praia do Ribatejo
142003;1420;Tancos
142006;1420;Vila Nova da Barquinha
142101;1421;Alburitel
142102;1421;Atouguia
142104;1421;Caxarias
142105;1421;Espite
142106;1421;Fátima
142111;1421;Nossa Senhora das Misericórdias
142113;1421;Seiça
142114;1421;Urqueira
142115;1421;Nossa Senhora da Piedade
142119;1421;União das freguesias de Freixianda, Ribeira do Fárrio e Formigais
142123;1421;Casal dos Bernardos
142124;1421;Cercal
142125;1421;Gondemaria
142126;1421;Matas
142127;1421;Olival
142128;1421;Rio de Couros
150104;1501;Torrão
150105;1501;São Martinho
150106;1501;Comporta
150108;1501;Alcácer do Sal (Santa Maria do Castelo)
150109;1501;Alcácer do Sal (Santiago)
150110;1501;Santa Susana
150201;1502;Alcochete
150202;1502;Samouco
150203;1502;São Francisco
150303;1503;Costa da Caparica
150312;1503;União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas
150313;1503;União das freguesias de Caparica e Trafaria
150314;1503;União das freguesias de Charneca de Caparica e Sobreda
150315;1503;União das freguesias de Laranjeiro e Feijó
150407;1504;Santo António da Charneca
150409;1504;União das freguesias de Alto do Seixalinho, Santo André e Verderena
150410;1504;União das freguesias de Barreiro e Lavradio
150411;1504;União das freguesias de Palhais e Coina
150501;1505;Azinheira dos Barros e São Mamede do Sádão
150503;1505;Melides
150505;1505;Carvalhal
150506;1505;União das freguesias de Grândola e Santa Margarida da Serra
150601;1506;Alhos Vedros
150603;1506;Moita
150607;1506;União das freguesias de Baixa da Banheira e Vale da Amoreira
150608;1506;União das freguesias de Gaio-Rosário e Sarilhos Pequenos
150701;1507;Canha
150704;1507;Sarilhos Grandes
150709;1507;União das freguesias de Atalaia e Alto Estanqueiro-Jardia
150710;1507;União das freguesias de Montijo e Afonsoeiro
150711;1507;União das freguesias de Pegões
150802;1508;Palmela
150803;1508;Pinhal Novo
150804;1508;Quinta do Anjo
150806;1508;União das freguesias de Poceirão e Marateca
150901;1509;Abela
150902;1509;Alvalade
150903;1509;Cercal
150904;1509;Ermidas-Sado
150907;1509;Santo André
150910;1509;São Francisco da Serra
150912;1509;União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra
150914;1509;São Domingos
150915;1509;Vale de Água
151002;1510;Amora
151005;1510;Corroios
151006;1510;Fernão Ferro
151008;1510;Arrentela
151009;1510;Paio Pires
151010;1510;Seixal
151101;1511;Sesimbra (Castelo)
151102;1511;Sesimbra (Santiago)
151103;1511;Quinta do Conde
151205;1512;Setúbal (São Sebastião)
151207;1512;Gâmbia-Pontes-Alto da Guerra
151208;1512;Sado
151209;1512;União das freguesias de Azeitão (São Lourenço e São Simão)
151210;1512;União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)
151301;1513;Sines
151302;1513;Porto Covo
160101;1601;Aboim das Choças
160102;1601;Aguiã
160104;1601;Ázere
160105;1601;Cabana Maior
160106;1601;Cabreiro
160108;1601;Cendufe
160109;1601;Couto
160113;1601;Gavieira
160115;1601;Gondoriz
160121;1601;Miranda
160122;1601;Monte Redondo
160123;1601;Oliveira
160124;1601;Paçô
160125;1601;Padroso
160128;1601;Prozelo
160130;1601;Rio Frio
160131;1601;Rio de Moinhos
160133;1601;Sabadim
160142;1601;Jolda (São Paio)
160144;1601;Senharei
160145;1601;Sistelo
160146;1601;Soajo
160149;1601;Vale
160152;1601;União das freguesias de Alvora e Loureda
160153;1601;União das freguesias de Arcos de Valdevez (São Paio) e Giela
160154;1601;União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada
160155;1601;União das freguesias de Eiras e Mei
160156;1601;União das freguesias de Grade e Carralcova
160157;1601;União das freguesias de Guilhadeses e Santar
160158;1601;União das freguesias de Jolda (Madalena) e Rio Cabrão
160159;1601;União das freguesias de Padreiro (Salvador e Santa Cristina)
160160;1601;União das freguesias de Portela e Extremo
160161;1601;União das freguesias de São Jorge e Ermelo
160162;1601;União das freguesias de Souto e Tabaçô
160163;1601;União das freguesias de Távora (Santa Maria e São Vicente)
160164;1601;União das freguesias de Vilela, São Cosme e São Damião e Sá
160201;1602;Âncora
160205;1602;Argela
160209;1602;Dem
160211;1602;Lanhelas
160214;1602;Riba de Âncora
160215;1602;Seixas
160217;1602;Vila Praia de Âncora
160218;1602;Vilar de Mouros
160220;1602;Vile
160221;1602;União das freguesias de Arga (Baixo, Cima e São João)
160222;1602;União das freguesias de Caminha (Matriz) e Vilarelho
160223;1602;União das freguesias de Gondar e Orbacém
160224;1602;União das freguesias de Moledo e Cristelo
160225;1602;União das freguesias de Venade e Azevedo
160301;1603;Alvaredo
160304;1603;Cousso
160305;1603;Cristoval
160307;1603;Fiães
160308;1603;Gave
160311;1603;Paderne
160313;1603;Penso
160317;1603;São Paio
160319;1603;União das freguesias de Castro Laboreiro e Lamas de Mouro
160320;1603;União das freguesias de Chaviães e Paços
160321;1603;União das freguesias de Parada do Monte e Cubalhão
160322;1603;União das freguesias de Prado e Remoães
160323;1603;União das freguesias de Vila e Roussas
160401;1604;Abedim
160404;1604;Barbeita
160405;1604;Barroças e Taias
160406;1604;Bela
160407;1604;Cambeses
160410;1604;Lara
160411;1604;Longos Vales
160415;1604;Merufe
160418;1604;Moreira
160420;1604;Pias
160421;1604;Pinheiros
160422;1604;Podame
160423;1604;Portela
160424;1604;Riba de Mouro
160427;1604;Segude
160428;1604;Tangil
160431;1604;Trute
160434;1604;União das freguesias de Anhões e Luzio
160435;1604;União das freguesias de Ceivães e Badim
160436;1604;União das freguesias de Mazedo e Cortes
160437;1604;União das freguesias de Messegães, Valadares e Sá
160438;1604;União das freguesias de Monção e Troviscoso
160439;1604;União das freguesias de Sago, Lordelo e Parada
160440;1604;União das freguesias de Troporiz e Lapela
160501;1605;Agualonga
160503;1605;Castanheira
160505;1605;Coura
160507;1605;Cunha
160510;1605;Infesta
160513;1605;Mozelos
160514;1605;Padornelo
160515;1605;Parada
160519;1605;Romarigães
160520;1605;Rubiães
160521;1605;Vascões
160522;1605;União das freguesias de Bico e Cristelo
160523;1605;União das freguesias de Cossourado e Linhares
160524;1605;União das freguesias de Formariz e Ferreira
160525;1605;União das freguesias de Insalde e Porreiras
160526;1605;União das freguesias de Paredes de Coura e Resende
160601;1606;Azias
160602;1606;Boivães
160603;1606;Bravães
160604;1606;Britelo
160606;1606;Cuide de Vila Verde
160611;1606;Lavradas
160612;1606;Lindoso
160613;1606;Nogueira
160614;1606;Oleiros
160619;1606;Sampriz
160623;1606;Vade (São Pedro)
160624;1606;Vade (São Tomé)
160626;1606;União das freguesias de Crasto, Ruivos e Grovelas
160627;1606;União das freguesias de Entre Ambos-os-Rios, Ermida e Germil
160628;1606;União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães
160629;1606;União das freguesias de Touvedo (São Lourenço e Salvador)
160630;1606;União das freguesias de Vila Chã (São João Baptista e Santiago)
160701;1607;Anais
160703;1607;São Pedro d'Arcos
160704;1607;Arcozelo
160707;1607;Beiral do Lima
160708;1607;Bertiandos
160709;1607;Boalhosa
160710;1607;Brandara
160713;1607;Calheiros
160714;1607;Calvelo
160716;1607;Correlhã
160717;1607;Estorãos
160718;1607;Facha
160719;1607;Feitosa
160721;1607;Fontão
160724;1607;Friastelas
160726;1607;Gandra
160727;1607;Gemieira
160728;1607;Gondufe
160729;1607;Labruja
160734;1607;Poiares
160737;1607;Refóios do Lima
160739;1607;Ribeira
160740;1607;Sá
160742;1607;Santa Comba
160743;1607;Santa Cruz do Lima
160744;1607;Rebordões (Santa Maria)
160745;1607;Seara
160746;1607;Serdedelo
160747;1607;Rebordões (Souto)
160750;1607;Vitorino das Donas
160752;1607;Arca e Ponte de Lima
160753;1607;Ardegão, Freixo e Mato
160755;1607;Bárrio e Cepões
160756;1607;Cabaços e Fojo Lobal
160757;1607;Cabração e Moreira do Lima
160758;1607;Fornelos e Queijada
160759;1607;Labrujó, Rendufe e Vilar do Monte
160760;1607;Navió e Vitorino dos Piães
160761;1607;Gaifar
160762;1607;Sandiães
160763;1607;Vilar das Almas
160802;1608;Boivão
160803;1608;Cerdal
160805;1608;Fontoura
160806;1608;Friestas
160808;1608;Ganfei
160812;1608;São Pedro da Torre
160816;1608;Verdoejo
